ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated,Genre
14660,"Gyasi, Yaa",Homegoing,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"African American,African American Fiction,African American Historical Fiction,African Americans,African american,African american historical fiction,African americans,African americans, fiction,Enslaved persons, fiction,FICTION,FICTION / African American / Historical,FICTION / Literary,FICTION / Sagas,Fiction,Fiction / african american / historical,Fiction / literary,Fiction / sagas,Fiction, african american & black, historical,Fiction, african american, historical,General,Historical,Historical fiction,History,LGBTQ historical fiction,Large type books,Lgbtq historical fiction,Literary,Literary fiction,Literature,New York Times bestseller,New York Times reviewed,New york times bestseller,New york times reviewed,Nyt:hardcover-fiction=2016-06-26,Saga,Sagas,Slavery,Slaves, fiction,Women,collectionID:EanesChallenge,collectionID:bannedbooks,historical fiction,history,literary fiction,nyt:hardcover-fiction=2016-06-26,saga,slavery,women"
14661,"Harris, Charlaine",Dead Until Dark,Sookie Stackhouse,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Amerikanisches Englisch,Cocktail servers,Fantasy,Fiction,Fiction, fantasy, contemporary,Fiction, mystery & detective, women sleuths,Fiction, occult & supernatural,Fiction, romance, paranormal, general,Large type books,Louisiana -- Fiction,Louisiana, fiction,New York Times bestseller,Science fiction, fantasy, horror,Sookie Stackhouse (Fictitious character),Stackhouse, sookie (fictitious character), fiction,Telepathy,Telepathy -- Fiction,United states, fiction,Urban Fantasy,Vampires,Vampires -- Fiction,Vampires, fiction,Waitresses,Waitresses -- Fiction,nyt:mass_market_paperback=2010-09-11"
14662,"Hopkins, Ellen",Burned (EH),Tricks,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14663,"Hopkins, Ellen",Collateral,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Amerikanisches Englisch,Armed Forces,Fiction,Fiction, romance, general,Love stories,Man-woman relationship,Man-woman relationships,Man-woman relationships, fiction,Marines,Military life,Novels in verse,Single women,Single women, fiction,United States,United States. Marine Corps"
14664,"Hopkins, Ellen",Crank,Crank,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Abuso de drogas,Addiction,Children's fiction,Cocaine abuse,Crank,Drug abuse,Drug abuse, fiction,Dysfunctional families,Embarazo,Escuelas,Escuelas secundarias,Family life, fiction,Family problems,Family, fiction,Ficción juvenil,Fiction,High schools,Ice (Drug),Juvenile fiction,Pregnancy,Pregnancy, fiction,Recaudación cocaína,Schools,Schools, fiction,Spanish language materials,Substance abuse,Substance abuse, fiction,Teenagers,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge,collectionID:bannedbooks"
14665,"Hopkins, Ellen",Fallout,Crank,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Brothers and sisters,Children's fiction,Drug abuse,Drug abuse, fiction,Emotional problems,Emotions, fiction,Family life, fiction,Family problems,Fiction,Juvenile fiction,Mothers,Mothers, fiction,New York Times bestseller,Novels in verse,Siblings, fiction,Stories in rhyme,collectionID:AlpineChallenge,collectionID:EanesChallenge,collectionID:bannedbooks,nyt:series-books=2010-10-03"
14666,"Hopkins, Ellen",Glass,Crank,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Babies,Children's fiction,Drug abuse,Drug abuse, fiction,Family life, fiction,Family problems,Fiction,Infants,Infants, fiction,Juvenie fiction,Juvenile fiction,Methamphetamine,Novels in verse,Teenagers"
14667,"Hopkins, Ellen",Identical,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"California, fiction,Child sexual abuse, fiction,Children's fiction,Emotional problems,Emotions,Emotions, fiction,Families,Family life, fiction,Family problems,Fiction,Juvenile fiction,New York Times bestseller,Novels in verse,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 9,Secrecy,Secrets,Sexual abuse,Sexual abuse victims,Sisters,Sisters, fiction,Twins,Twins, fiction,collectionID:EanesChallenge,nyt:chapter-books=2008-09-14"
14668,"Hopkins, Ellen",Impulse,Impulse,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Fiction,Hospitals, fiction,Interpersonal relations,Interpersonal relations, fiction,Juvenile fiction,Mental illness,Mental illness, fiction,New York Times bestseller,Novels in verse,Psychiatric hospitals,Stories in rhyme,Suicide,Suicide, fiction,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge,nyt:paperback-books=2008-06-08"
14669,"Hopkins, Ellen",People Kill People,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Fiction,Firearms,Interpersonal relations,Interpersonal relations, fiction,New York Times bestseller,Prejudices,Prejudices, fiction,Violence,Violence, fiction,collectionID:AlpineChallenge,collectionID:EanesChallenge,nyt:young-adult-hardcover=2018-09-23"
14670,"Hopkins, Ellen",Perfect,Impulse,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Families,Family life,Family life, fiction,Fiction,Interpersonal relations,Interpersonal relations, fiction,Juvenile fiction,Nevada, fiction,New York Times bestseller,Novels in verse,Perfectionism (Personality trait),Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 7,Reading Level-Grade 8,Reading Level-Grade 9,Self-esteem,Self-esteem, fiction,nyt:chapter_books=2011-09-10"
14671,"Hopkins, Ellen",Rumble,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Atheism,Children's fiction,Dating (Social customs),Dating (social customs), fiction,Family problems,Fiction,Grief,Grief, fiction,High schools,Juvenile fiction,Novels in verse,Schools,Schools, fiction"
14672,"Hopkins, Ellen",Smoke,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Emotional problems,Fiction,Grief,Grief, fiction,Mormons,Mormons, fiction,New York Times bestseller,Novels in verse,Runaways,Runaways, fiction,Sisters,Sisters, fiction,nyt:young-adult=2013-09-29"
14673,"Hopkins, Ellen",The You I've Never Known,Impulse,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Fiction,Homosexuality, fiction,Identity,Identity, fiction,Kidnapping,Kidnapping, fiction,Lesbians,New York Times bestseller,Novels in verse,Parent and child,Parent and child, fiction,Psychopaths,Sexual orientation,nyt:young-adult-hardcover=2017-02-12"
14674,"Hopkins, Ellen",Tilt,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Dating (Social customs),Dating (social customs), fiction,Family life,Family life, fiction,Family problems,Fiction,Love,Love, fiction,Nevada, fiction,New York Times bestseller,Novels in verse,Stories in rhyme,collectionID:AlpineChallenge,collectionID:ConroeChallenge,nyt:chapter-books=2012-09-30"
14675,"Hopkins, Ellen",Triangles,,,,Formal,Parent,Unknown,Removed as a result of review upon receipt of an objection (SY 23-24).,Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Female friendship,Fiction,Novels in verse,Self-realization in women"
14676,"Hopkins, Ellen",Flirtin' With the Monster: Your Favorite Authors on Ellen Hopkins' Crank and Glass,,,,Formal,Administration,Unknown,Designated as parental consent after review during annual weeding and review process  (SY 23-24).,Retained Restricted,Yes,Parental Consent Required,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14677,"Hopkins, Ellen",Traffick,Tricks,,,Formal,Administration,Unknown,Designated as parental consent after review upon receipt of an objection (SY 22-23).,Retained Restricted,Yes,Parental Consent Required,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Adolescence, fiction,Children's fiction,Fiction,New York Times bestseller,Novels in verse,Prostitution,Sex crimes, fiction,nyt:young-adult-hardcover=2015-11-22"
14678,"Hosseini, Khaled",The Kite Runner,,,,Internal/Administrative Review,Administration,Unknown,Designated as parental consent after review upon receipt of an objection (SY 22-23).,Retained Restricted,Yes,Parental Consent Required,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Afghanistan,Afghanistan, fiction,Afghanistan-Konflikt,Afghans,American fiction,Amistad entre hombres,Amitié masculine,Arabic fiction,Autographed books,Bacha bazi,Betrayal,Betrayal--fiction,Bildungsromans,Boys,Boys--fiction,Clases sociales,Classes sociales,Competitions,Drama,Ficción,Fiction,Fiction subjects,Fiction, coming of age,Fictional Works [Publication Type],Fictional works,Freundschaft,Friendship,Friendship, fiction,Garçons,General,Hazaras,Histoire,Historical fiction,In library,Interpersonal relations,Junge,Kites,Large type books,Literature,Littérature américaine,Male friendship,Male friendship--fiction,Modern & contemporary fiction (post c 1945),Muchachos,Mullahs,New York Times bestseller,Novela,Novelas afganas,Open Library Staff Picks,Parent and child,Pashtuns,Romans, nouvelles,Social Class,Social classes,Social classes&#x200B;,Social classes--fiction,Social conditions,Soviet-Afghan war,Soziale Ungleichheit,Talibans,Teenage boys,Trahison (Morale),Traición,Translations into Persian,World literature,brass knuckles,collectionID:TexChallenge2021,fighter kites,literary fiction,nyt:trade_fiction_paperback=2008-10-26,nyt:trade_fiction_paperback=2009-09-26,open_syllabus_project,sadistic personality disorder"
14679,"Hutchinson, Shaun David",We Are the Ants,,,,Internal/Administrative Review,Administration,Unknown,Removed during annual weeding and review process.,Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Alien abduction,Children's fiction,Depression, mental, fiction,Fiction,Gay teenagers,Gays,Grief, fiction,High school students,Homosexuality, fiction,Human-alien encounters,Interpersonal relations, fiction,Juvenile fiction,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021"
14680,"Jackson, Tiffany D.",Allegedly,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"African American teenagers,Children's fiction,Fiction,Group homes,Investigation,Mothers and daughters,Murder,Pregnant teenagers,Readers,collectionID:EanesChallenge"
14681,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Retained Restricted,Yes,Restricted to HS,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14682,"Katcher, Brian",Almost Perfect,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Amistad,Children's fiction,Dating (Social customs),Dating (social customs), fiction,Escuelas,Escuelas secundarias,Familias de un solo padre,Fiction,Friendship,Friendship in fiction,Friendship, fiction,High schools,High schools in fiction,Identidad (Concepto filosófico),Identity,Identity (Philosophical concept),Identity in fiction,Identity, fiction,Individuality,Juvenile Fiction,Juvenile fiction,LGBT,LGBTQ gender identity,Missouri in fiction,Missouri, fiction,Novela,Noviazgo (Costumbres sociales),School stories,Schools,Schools in fiction,Schools, fiction,Single-parent families,Single-parent families in fiction,Single-parent families, fiction,Stonewall Book Awards,Transgender people,Transgender people in fiction,Transgénero,collectionID:AlpineChallenge,growing up,relationships,transgender"
14683,"Kaur, Rupi",Milk and Honey,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"American poetry,Amerikanisches Englisch,BODY, MIND & SPIRIT,Canadian poetry,FICTION,FICTION / Romance,General,Kvinnor,Literature,Lyrik,New York Times bestseller,Poetry,Poetry (poetic works by one author),Romance,Survival,Survival skills,Women,banned books,collectionID:AlpineChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,collectionID:bannedbooks,nyt:trade-fiction-paperback=2016-05-01"
14684,"Keyes, Daniel",Flowers for Algernon,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Retained Restricted,Yes,Restricted to HS,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"American Science fiction,Brain,Cerebro,Cerveau,Children's fiction,Chirurgie,Cirugía,Ficción juvenil,Fiction,Fiction, science fiction, general,Gifted persons,Grifted peoples,Juvenile fiction,Large type books,Mentally handicapped,Nebula Award,Niños superdotados,Novela,Open Library Staff Picks,People with mental disabilities,People with mental disabilities, fiction,Personas dotadas,Personnes ayant une déficience intellectuelle,Psychological fiction,Readers,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 7,Reading Level-Grade 8,Reading Level-Grade 9,Retrasados mentales,Romans, nouvelles,Science fiction,Surdoués,Surgery,Young adult fiction,award:nebula_award=novel,dementia,institutionalization,phenylketonuria"
14685,"King, A. S.",Ask the Passengers,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Dating & Sex,Families,Family,Family problems,Fiction,General (see also headings under Social Issues),Gossip,High schools,JUVENILE FICTION,JUVENILE FICTION / Family / General (see also headings under Social Issues),JUVENILE FICTION / Social Issues / Dating & Sex,JUVENILE FICTION / Social Issues / Prejudice & Racism,Juvenile fiction,Lesbians,Love,Love, fiction,Man-woman relationships,Prejudice & Racism,Prejudices,Prejudices, fiction,Rural lesbians,Rural teenagers,Schools,Schools, fiction,Social Issues"
14686,"Koertge, Ron",Boy Girl Boy,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14687,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14688,"Lauren, Christina",Autoboyography,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Authorship,Authorship, fiction,Bisexuality,Children's fiction,Dating (Social customs),Dating (social customs), fiction,Families,Family life,Family life, fiction,Fiction,High schools,Juvenile fiction,LGBTQ young adult,Mormons,Schools,Schools, fiction,Utah, fiction,collectionID:EanesChallenge,collectionID:bannedbooks"
14689,"Legrand, Claire",Furyborn,Empirium,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Fantasy fiction,Fate and fatalism,Fiction,Imaginary wars and battles,Magic,Magic, fiction,New York Times bestseller,Prophecies,Quests (Expeditions),nyt:young-adult-hardcover=2018-06-10"
14690,"Levithan, David",Two Boys Kissing,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"AIDS (Disease),Aids,Children's fiction,Coming out (Sexual orientation),Coming-out,Emotions & Feelings,Fiction,Gay men,Gay people,Gay teenagers,Gays,History,Homosexuality,Homosexuality, fiction,Homosexualität,Juvenile fiction,LGBT,LGBTQ HIV/AIDS,LGBTQ young adult,Lambda Literary Award Winner,Lambda Literary Awards,Liebe,Love,Love stories,Love, fiction,Romance,Romance fiction,Social Themes,Social change,Stonewall Book Awards,World records,YOUNG ADULT FICTION,Young adult works,collectionID:AlpineChallenge"
14691,"Lo, Malinda",Last Night at the Telegraph Club,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"New York Times bestseller,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,nyt:young-adult-paperback-monthly=2022-02-06"
14692,"Lukoff, Kyle",When Aidan Became a Brother,,,"Juanita, Kaylani",Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Retained Restricted,Yes,Restricted to HS,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Brothers,Fiction,Juvenile fiction,LGBTQ gender identity,LGBTQ picture books,Parent and child,Stonewall Book Awards,Transgender people"
14693,"Lyga, Barry",Boy Toy,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Baseball,Baseball stories,Baseball, fiction,Child sexual abuse, fiction,Children's fiction,Emotional problems,Emotional problems of teenagers,Emotions, fiction,Fiction,High schools,Juvenile fiction,Memory,New York Times reviewed,Psychotherapy,Schools,Schools, fiction,Sexual abuse,Sexual abuse victims"
14694,"Maas, Sarah J.",A Court of Frost and Starlight,A Court of Thorns and Roses,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Courts and courtiers,Courts and courtiers, fiction,Fairies,Fairies, fiction,Fantasy,Fantasy & Magic,Fantasy fiction,Fiction,Imaginary wars and battles,JUVENILE FICTION,Love, fiction,Magic,New York Times bestseller,Winter solstice,Young adult literature,collectionID:AlpineChallenge; series:A_Court_of_Thorns_and_Roses,collectionID:EanesChallenge,nyt:combined-print-and-e-book-fiction=2024-04-28"
14695,"Maas, Sarah J.",A Court of Mist and Fury,A Court of Thorns and Roses,,,vInternal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Action & Adventure,Adaptations,Blessing and cursing,Children's fiction,Cours et courtisans,Courts and courtiers,Fairies,Fairies, fiction,Fantasy,Fantasy & Magic,Fantasy fiction,Fiction,Fées,General,Love & Romance,Magic,New York Times bestseller,Romans, nouvelles, etc. pour la jeunesse,collectionID:AlpineChallenge,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,nyt:young-adult-e-book=2016-05-22,nyt:young-adult-hardcover=2016-05-22,series:A_Court_of_Thorns_and_Roses"
14696,"Maas, Sarah J.",A Court of Thorns and Roses,A Court of Thorns and Roses,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Blessing and cursing,Children's audiobooks,Children's fiction,Courts ect.,Faerie,Fairies,Fairies, fiction,Fantasy,Fantasy fiction,Fiction,Juvenile fiction,Juvenile works,Kärlek,Love,Love stories,Love, fiction,Magi,Magic,Man-woman relationships,New York Times bestseller,Romance,Teen fiction,Young adult fiction,Young adult works,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge,nyt:young-adult-paperback=2016-05-22,nyt:young-adult=2015-05-24,series:A_Court_of_Thorns_and_Roses,Älvor"
14697,"Maas, Sarah J.",A Court of Wings and Ruin,A Court of Thorns and Roses,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Children's fiction,Deception,Fairies,Fairies, fiction,Fairy tales,Fantasy,Fantasy fiction,Fiction,Imaginary wars and battles,Juvenile fiction,New York Times bestseller,Spies,Spy stories,War stories,Women spies,collectionID:AlpineChallenge,collectionID:EanesChallenge,nyt:series-books=2017-05-21,series:A_Court_of_Thorns_and_Roses"
14698,"Maas, Sarah J.",A ?Court of Silver Flames,A Court of Thorns and Roses,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Fiction, fantasy, epic,Fiction, fantasy, romance,Fiction, romance, fantasy,New York Times bestseller,collectionID:AlpineChallenge,collectionID:EanesChallenge,nyt:combined-print-and-e-book-fiction=2021-03-07,nyt:trade-fiction-paperback=2022-09-25,series:A_Court_of_Thorns_and_Roses"
14699,"Maas, Sarah J.",Empire of Storms,Throne of Glass,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Assassins,Children's fiction,Court,Fantasy,Fantasy fiction,Fiction,High Fantasy,JUVENILE FICTION / Action & Adventure / General,JUVENILE FICTION / Fantasy & Magic,JUVENILE FICTION / Love & Romance,Juvenile fiction,Kings, queens, rulers,Kings, queens, rulers, etc., fiction,Love,Love, fiction,Magic,Queens,Quest,Romance,Royalty,YA,[series:Throne_of_Glass],collectionID:EanesChallenge"
14700,"Maas, Sarah J.",Kingdom of Ash,Throne of Glass,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Assassins,Female assassins in fiction,Fiction,Fiction, fantasy, epic,Imaginary places,Imaginary wars and battles,Magic,Queens,Young adult fiction, fantasy, dark fantasy,[series:Throne_of_Glass]"
